variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-21 06:28:52,0,INITIAL SUCCESS,406342945941,100,0,0,0,0,0
1,2023-08-21 06:28:55,103,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
2,2023-08-21 06:28:58,106,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
3,2023-08-21 06:30:21,189,SUCCESS,405310330685,99.75,1,0,0,1,0
4,2023-08-21 06:30:24,192,COMPILE_CODE_ERROR,None,None,2,0,0,1,1
5,2023-08-21 06:31:56,284,RUN_TIMEOUT,None,None,2,0,0,2,0
6,2023-08-21 06:33:19,367,SUCCESS,405014370487,99.67,2,0,0,2,0
7,2023-08-21 06:34:40,448,SUCCESS,404978245278,99.66,3,0,1,2,0
8,2023-08-21 06:36:13,541,RUN_TIMEOUT,None,None,4,0,1,3,0
9,2023-08-21 06:37:35,623,SUCCESS,406031492473,99.92,2,0,1,1,0
10,2023-08-21 06:39:03,711,SUCCESS,404082766916,99.44,4,0,1,3,0
11,2023-08-21 06:40:23,791,SUCCESS,403452094313,99.29,3,0,0,3,0
12,2023-08-21 06:40:23,791,SUCCESS,405014370487,99.67,2,0,0,2,0
13,2023-08-21 06:40:26,794,COMPILE_CODE_ERROR,None,None,4,0,0,4,0
14,2023-08-21 06:41:50,878,SUCCESS,404877943295,99.64,2,0,0,2,0
15,2023-08-21 06:43:12,960,SUCCESS,404733253860,99.6,2,0,0,2,0
16,2023-08-21 06:43:15,963,COMPILE_CODE_ERROR,None,None,4,0,0,3,1
17,2023-08-21 06:43:18,966,COMPILE_CODE_ERROR,None,None,4,0,0,4,0
18,2023-08-21 06:43:22,970,COMPILE_CODE_ERROR,None,None,4,0,0,4,0
19,2023-08-21 06:43:25,973,COMPILE_CODE_ERROR,None,None,4,0,0,3,1
20,2023-08-21 06:43:28,976,COMPILE_CODE_ERROR,None,None,4,0,1,3,0
21,2023-08-21 06:44:54,1062,SUCCESS,404247122789,99.48,4,0,0,4,0
22,2023-08-21 06:44:58,1066,COMPILE_CODE_ERROR,None,None,4,0,0,3,1
23,2023-08-21 06:45:00,1068,COMPILE_CODE_ERROR,None,None,4,0,0,3,1
24,2023-08-21 06:45:04,1072,COMPILE_CODE_ERROR,None,None,4,0,1,3,0
25,2023-08-21 06:45:09,1077,COMPILE_CODE_ERROR,None,None,4,0,0,3,1
26,2023-08-21 06:45:21,1089,RUN_CODE_ERROR,None,None,4,0,0,3,1
27,2023-08-21 06:46:53,1181,RUN_TIMEOUT,None,None,4,0,0,3,1
28,2023-08-21 06:48:12,1260,SUCCESS,403393453670,99.27,4,0,1,3,0
29,2023-08-21 06:48:16,1264,COMPILE_CODE_ERROR,None,None,5,0,1,3,1
30,2023-08-21 06:48:20,1268,COMPILE_CODE_ERROR,None,None,5,0,1,4,0
31,2023-08-21 06:49:46,1354,SUCCESS,405657172705,99.83,3,0,1,2,0
32,2023-08-21 06:49:49,1357,COMPILE_CODE_ERROR,None,None,5,0,1,4,0
33,2023-08-21 06:51:13,1441,SUCCESS,406534088265,100.05,5,0,1,4,0
34,2023-08-21 06:52:30,1518,SUCCESS,403241822522,99.24,5,0,2,3,0
35,2023-08-21 06:53:53,1601,SUCCESS,410385433785,100.99,4,0,2,2,0
36,2023-08-21 06:55:14,1682,SUCCESS,402627267228,99.09,4,0,1,3,0
37,2023-08-21 06:56:39,1767,SUCCESS,406386746633,100.01,3,0,1,2,0
38,2023-08-21 06:58:02,1850,SUCCESS,404132961823,99.46,5,0,1,3,1
39,2023-08-21 06:58:05,1853,COMPILE_CODE_ERROR,None,None,5,0,2,3,0
40,2023-08-21 06:58:07,1855,COMPILE_CODE_ERROR,None,None,5,0,2,3,0
41,2023-08-21 06:58:10,1858,COMPILE_CODE_ERROR,None,None,5,0,2,3,0
42,2023-08-21 06:59:33,1941,SUCCESS,404317377705,99.5,3,0,1,2,0
43,2023-08-21 06:59:37,1945,COMPILE_CODE_ERROR,None,None,5,0,1,3,1
44,2023-08-21 06:59:37,1945,SUCCESS,402627267228,99.09,5,0,2,3,0
45,2023-08-21 06:59:37,1945,SUCCESS,406386746633,100.01,4,0,2,2,0
46,2023-08-21 06:59:37,1945,SUCCESS,404317377705,99.5,4,0,2,2,0
47,2023-08-21 06:59:41,1949,COMPILE_CODE_ERROR,None,None,4,0,1,3,0
48,2023-08-21 06:59:45,1953,COMPILE_CODE_ERROR,None,None,6,0,2,3,1
49,2023-08-21 07:01:09,2037,SUCCESS,404340563181,99.51,6,0,3,3,0
50,2023-08-21 07:01:18,2046,RUN_CODE_ERROR,None,None,6,0,2,4,0
51,2023-08-21 07:01:21,2049,COMPILE_CODE_ERROR,None,None,6,0,3,3,0
52,2023-08-21 07:01:24,2052,COMPILE_CODE_ERROR,None,None,6,0,3,3,0
53,2023-08-21 07:02:53,2141,SUCCESS,395411258690,97.31,6,0,2,4,0
54,2023-08-21 07:02:53,2141,SUCCESS,402627267228,99.09,5,0,2,3,0
55,2023-08-21 07:04:14,2222,SUCCESS,402984499032,99.17,5,0,2,3,0
56,2023-08-21 07:04:18,2226,COMPILE_CODE_ERROR,None,None,5,0,1,4,0
57,2023-08-21 07:04:23,2231,COMPILE_CODE_ERROR,None,None,7,0,3,4,0
58,2023-08-21 07:05:46,2314,SUCCESS,400749570736,98.62,5,0,2,3,0
59,2023-08-21 07:07:10,2398,SUCCESS,426932036042,105.07,5,0,2,3,0
60,2023-08-21 07:07:18,2406,RUN_CODE_ERROR,None,None,7,0,2,4,1
61,2023-08-21 07:07:22,2410,COMPILE_CODE_ERROR,None,None,7,0,3,4,0
62,2023-08-21 07:07:26,2414,COMPILE_CODE_ERROR,None,None,7,0,2,5,0
63,2023-08-21 07:08:50,2498,SUCCESS,406452121790,100.03,7,0,3,4,0
64,2023-08-21 07:08:52,2500,COMPILE_CODE_ERROR,None,None,7,0,3,4,0
65,2023-08-21 07:08:52,2500,SUCCESS,395411258690,97.31,5,0,1,4,0
66,2023-08-21 07:08:55,2503,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
67,2023-08-21 07:08:58,2506,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
68,2023-08-21 07:09:02,2510,COMPILE_CODE_ERROR,None,None,6,0,1,5,0
69,2023-08-21 07:09:05,2513,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
70,2023-08-21 07:09:05,2513,SUCCESS,400749570736,98.62,4,0,1,3,0
71,2023-08-21 07:09:09,2517,COMPILE_CODE_ERROR,None,None,6,0,1,5,0
72,2023-08-21 07:09:17,2525,RUN_CODE_ERROR,None,None,6,0,1,5,0
73,2023-08-21 07:09:17,2525,SUCCESS,426932036042,105.07,4,0,1,3,0
74,2023-08-21 07:09:20,2528,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
75,2023-08-21 07:09:20,2528,SUCCESS,402984499032,99.17,4,0,1,3,0
76,2023-08-21 07:10:40,2608,SUCCESS,402504853376,99.06,4,0,0,4,0
77,2023-08-21 07:10:40,2608,SUCCESS,402627267228,99.09,4,0,1,3,0
78,2023-08-21 07:10:43,2611,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
79,2023-08-21 07:10:51,2619,RUN_CODE_ERROR,None,None,6,0,1,5,0
80,2023-08-21 07:12:23,2711,RUN_TIMEOUT,None,None,6,0,1,5,0
81,2023-08-21 07:13:54,2802,RUN_TIMEOUT,None,None,6,0,1,5,0
82,2023-08-21 07:15:21,2889,SUCCESS,405666365404,99.83,6,0,1,5,0
83,2023-08-21 07:15:23,2891,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
84,2023-08-21 07:15:26,2894,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
85,2023-08-21 07:15:29,2897,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
86,2023-08-21 07:16:48,2976,SUCCESS,402120747504,98.96,6,0,1,5,0
87,2023-08-21 07:16:51,2979,COMPILE_CODE_ERROR,None,None,6,0,1,5,0
88,2023-08-21 07:16:54,2982,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
89,2023-08-21 07:17:10,2998,RUN_CODE_ERROR,None,None,6,0,1,5,0
90,2023-08-21 07:17:12,3000,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
91,2023-08-21 07:17:15,3003,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
92,2023-08-21 07:17:18,3006,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
93,2023-08-21 07:17:21,3009,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
94,2023-08-21 07:17:24,3012,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
95,2023-08-21 07:17:26,3014,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
96,2023-08-21 07:17:29,3017,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
97,2023-08-21 07:17:32,3020,COMPILE_CODE_ERROR,None,None,6,0,1,5,0
98,2023-08-21 07:17:35,3023,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
99,2023-08-21 07:18:56,3104,SUCCESS,403746339013,99.36,6,0,1,5,0
100,2023-08-21 07:18:58,3106,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
101,2023-08-21 07:20:20,3188,SUCCESS,403498682489,99.3,6,0,2,4,0
102,2023-08-21 07:20:22,3190,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
103,2023-08-21 07:20:23,3191,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
104,2023-08-21 07:20:27,3195,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
105,2023-08-21 07:21:50,3278,SUCCESS,403072258107,99.2,6,0,1,5,0
106,2023-08-21 07:23:10,3358,SUCCESS,404835760114,99.63,6,0,1,5,0
107,2023-08-21 07:23:12,3360,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
108,2023-08-21 07:23:16,3364,COMPILE_CODE_ERROR,None,None,6,0,1,5,0
109,2023-08-21 07:23:27,3375,RUN_CODE_ERROR,None,None,6,0,1,4,1
110,2023-08-21 07:23:30,3378,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
111,2023-08-21 07:23:33,3381,COMPILE_CODE_ERROR,None,None,6,0,1,5,0
112,2023-08-21 07:23:37,3385,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
113,2023-08-21 07:24:59,3467,SUCCESS,401152670903,98.72,6,0,1,5,0
114,2023-08-21 07:25:07,3475,RUN_CODE_ERROR,None,None,6,0,1,4,1
115,2023-08-21 07:25:11,3479,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
116,2023-08-21 07:25:14,3482,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
117,2023-08-21 07:26:37,3565,SUCCESS,400846657222,98.65,6,0,1,5,0
118,2023-08-21 07:27:01,3589,RUN_CODE_ERROR,None,None,6,0,2,4,0
119,2023-08-21 07:28:23,3671,SUCCESS,402129473072,98.96,6,0,1,5,0
120,2023-08-21 07:28:26,3674,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
121,2023-08-21 07:28:29,3677,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
122,2023-08-21 07:29:21,3729,RUN_CODE_ERROR,None,None,6,0,1,5,0
123,2023-08-21 07:29:23,3731,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
124,2023-08-21 07:29:26,3734,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
125,2023-08-21 07:29:30,3738,COMPILE_CODE_ERROR,None,None,6,0,1,5,0
126,2023-08-21 07:29:33,3741,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
127,2023-08-21 07:29:34,3742,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
128,2023-08-21 07:30:55,3823,SUCCESS,407772957971,100.35,6,0,1,5,0
129,2023-08-21 07:32:14,3902,SUCCESS,403890926663,99.4,6,0,1,4,1
130,2023-08-21 07:33:33,3981,SUCCESS,417242394424,102.68,6,0,2,4,0
131,2023-08-21 07:33:35,3983,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
132,2023-08-21 07:33:37,3985,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
133,2023-08-21 07:33:41,3989,COMPILE_CODE_ERROR,None,None,6,0,1,4,1
134,2023-08-21 07:33:44,3992,COMPILE_CODE_ERROR,None,None,6,0,2,4,0
135,2023-08-21 07:35:08,4076,SUCCESS,403136112709,99.21,6,0,2,4,0
