# variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-04 11:37:04,0,INITIAL SUCCESS,81326748607,100,0,0,0,0,0
0-1,2023-08-04 11:37:04,60,SUCCESS,81326748607,100.0,0,0,0,0,0
0-2,2023-08-04 11:37:04,60,SUCCESS,81326748607,100.0,0,0,0,0,0
0-3,2023-08-04 11:37:05,61,COMPILE_CODE_ERROR,None,None,5,4,0,0,1
0-4,2023-08-04 11:38:04,120,RUN_TIMEOUT,None,None,7,7,0,0,0
0-5,2023-08-04 11:39:03,179,RUN_TIMEOUT,None,None,1,1,0,0,0
0-6,2023-08-04 11:40:03,239,RUN_TIMEOUT,None,None,3,2,1,0,0
0-7,2023-08-04 11:40:06,242,RUN_CODE_ERROR,None,None,2,1,0,0,1
0-8,2023-08-04 11:40:06,242,SUCCESS,81326748607,100.0,0,0,0,0,0
0-9,2023-08-04 11:40:50,286,SUCCESS,68339758060,84.03,3,3,0,0,0
0-10,2023-08-04 11:41:49,345,RUN_TIMEOUT,None,None,5,5,0,0,0
1-1,2023-08-04 11:42:41,397,SUCCESS,80060054070,98.44,3,3,0,0,0
1-2,2023-08-04 11:43:40,456,RUN_TIMEOUT,None,None,5,4,0,0,1
1-3,2023-08-04 11:44:40,516,RUN_TIMEOUT,None,None,4,4,0,0,0
1-4,2023-08-04 11:45:39,575,RUN_TIMEOUT,None,None,2,2,0,0,0
1-5,2023-08-04 11:45:39,575,SUCCESS,81326748607,100.0,0,0,0,0,0
1-6,2023-08-04 11:46:38,634,RUN_TIMEOUT,None,None,4,4,0,0,0
1-7,2023-08-04 11:47:22,678,SUCCESS,68326764809,84.02,3,3,0,0,0
1-8,2023-08-04 11:48:13,729,SUCCESS,81324741328,100.0,2,2,0,0,0
1-9,2023-08-04 11:48:13,729,SUCCESS,68339758060,84.03,3,3,0,0,0
1-10,2023-08-04 11:49:13,789,RUN_TIMEOUT,None,None,10,10,0,0,0
2-1,2023-08-04 11:49:13,789,SUCCESS,68326764809,84.02,3,3,0,0,0
2-2,2023-08-04 11:49:13,789,SUCCESS,68339758060,84.03,3,3,0,0,0
2-3,2023-08-04 11:49:13,789,SUCCESS,81324741328,100.0,2,2,0,0,0
