variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-19 14:35:07,0,INITIAL SUCCESS,65369240223,100,0,0,0,0,0
0-1,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-2,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-3,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-4,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-5,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-6,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-7,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-8,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-9,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-10,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-11,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-12,2023-08-19 14:35:07,46,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-13,2023-08-19 14:35:07,46,SUCCESS,65369240223,100.0,0,0,0,0,0
0-14,2023-08-19 14:35:08,47,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-15,2023-08-19 14:35:08,47,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-16,2023-08-19 14:35:08,47,SUCCESS,65369240223,100.0,0,0,0,0,0
0-17,2023-08-19 14:35:09,48,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-18,2023-08-19 14:35:09,48,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-19,2023-08-19 14:35:10,49,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-20,2023-08-19 14:35:10,49,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-21,2023-08-19 14:35:50,89,SUCCESS,67529981794,103.31,1,0,0,1,0
0-22,2023-08-19 14:35:50,89,SUCCESS,65369240223,100.0,0,0,0,0,0
0-23,2023-08-19 14:35:50,89,COMPILE_CODE_ERROR,None,None,1,0,0,1,0
0-24,2023-08-19 14:35:50,89,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-25,2023-08-19 14:35:51,90,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-26,2023-08-19 14:35:51,90,SUCCESS,65369240223,100.0,0,0,0,0,0
0-27,2023-08-19 14:35:51,90,SUCCESS,65369240223,100.0,0,0,0,0,0
0-28,2023-08-19 14:35:51,90,SUCCESS,65369240223,100.0,0,0,0,0,0
0-29,2023-08-19 14:35:51,90,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-30,2023-08-19 14:35:51,90,SUCCESS,65369240223,100.0,0,0,0,0,0
0-31,2023-08-19 14:35:51,90,SUCCESS,65369240223,100.0,0,0,0,0,0
0-32,2023-08-19 14:35:52,91,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-33,2023-08-19 14:35:52,91,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-34,2023-08-19 14:35:55,94,RUN_CODE_ERROR,None,None,1,0,0,1,0
0-35,2023-08-19 14:35:58,97,RUN_CODE_ERROR,None,None,1,0,1,0,0
0-36,2023-08-19 14:35:58,97,SUCCESS,65369240223,100.0,0,0,0,0,0
0-37,2023-08-19 14:36:41,140,SUCCESS,73170881361,111.93,1,0,0,1,0
0-38,2023-08-19 14:36:44,143,RUN_CODE_ERROR,None,None,1,0,1,0,0
0-39,2023-08-19 14:36:44,143,SUCCESS,65369240223,100.0,0,0,0,0,0
0-40,2023-08-19 14:36:44,143,SUCCESS,65369240223,100.0,0,0,0,0,0
0-41,2023-08-19 14:36:45,144,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-42,2023-08-19 14:36:45,144,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-43,2023-08-19 14:36:45,144,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-44,2023-08-19 14:36:46,145,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-45,2023-08-19 14:36:46,145,SUCCESS,65369240223,100.0,0,0,0,0,0
0-46,2023-08-19 14:37:24,183,SUCCESS,65340948569,99.96,1,0,0,1,0
0-47,2023-08-19 14:37:25,184,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-48,2023-08-19 14:37:25,184,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-49,2023-08-19 14:37:26,185,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-50,2023-08-19 14:38:04,223,SUCCESS,65365829205,99.99,1,0,0,1,0
0-51,2023-08-19 14:38:04,223,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-52,2023-08-19 14:38:05,224,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-53,2023-08-19 14:38:05,224,SUCCESS,65369240223,100.0,0,0,0,0,0
0-54,2023-08-19 14:38:05,224,SUCCESS,65369240223,100.0,0,0,0,0,0
0-55,2023-08-19 14:38:05,224,SUCCESS,73170881361,111.93,1,0,0,1,0
0-56,2023-08-19 14:38:43,262,SUCCESS,65319154119,99.92,1,0,0,0,1
0-57,2023-08-19 14:38:43,262,SUCCESS,65369240223,100.0,0,0,0,0,0
0-58,2023-08-19 14:39:22,301,SUCCESS,65350101139,99.97,1,0,0,1,0
0-59,2023-08-19 14:39:22,301,SUCCESS,65369240223,100.0,0,0,0,0,0
0-60,2023-08-19 14:39:22,301,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-61,2023-08-19 14:39:22,301,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-62,2023-08-19 14:39:22,301,SUCCESS,65369240223,100.0,0,0,0,0,0
0-63,2023-08-19 14:39:22,301,SUCCESS,65369240223,100.0,0,0,0,0,0
0-64,2023-08-19 14:39:23,302,COMPILE_CODE_ERROR,None,None,1,0,0,1,0
0-65,2023-08-19 14:39:23,302,SUCCESS,65369240223,100.0,0,0,0,0,0
0-66,2023-08-19 14:39:23,302,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-67,2023-08-19 14:39:23,302,SUCCESS,65369240223,100.0,0,0,0,0,0
0-68,2023-08-19 14:40:12,351,RUN_TIMEOUT,None,None,1,0,1,0,0
0-69,2023-08-19 14:40:12,351,SUCCESS,65369240223,100.0,0,0,0,0,0
0-70,2023-08-19 14:40:12,351,SUCCESS,65369240223,100.0,0,0,0,0,0
0-71,2023-08-19 14:40:50,389,SUCCESS,64103614181,98.06,1,0,0,1,0
0-72,2023-08-19 14:41:34,433,SUCCESS,74622572640,114.16,1,0,0,1,0
0-73,2023-08-19 14:42:15,474,SUCCESS,73475518346,112.4,1,0,1,0,0
0-74,2023-08-19 14:42:15,474,COMPILE_CODE_ERROR,None,None,1,0,0,1,0
0-75,2023-08-19 14:42:15,474,SUCCESS,65369240223,100.0,0,0,0,0,0
0-76,2023-08-19 14:42:15,474,SUCCESS,65369240223,100.0,0,0,0,0,0
0-77,2023-08-19 14:42:16,475,SUCCESS,65369240223,100.0,0,0,0,0,0
0-78,2023-08-19 14:42:53,512,SUCCESS,65454094423,100.13,1,0,0,1,0
0-79,2023-08-19 14:42:53,512,SUCCESS,65369240223,100.0,0,0,0,0,0
0-80,2023-08-19 14:42:54,513,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-81,2023-08-19 14:42:54,513,SUCCESS,65369240223,100.0,0,0,0,0,0
0-82,2023-08-19 14:42:54,513,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-83,2023-08-19 14:42:54,513,SUCCESS,65369240223,100.0,0,0,0,0,0
0-84,2023-08-19 14:42:54,513,SUCCESS,65369240223,100.0,0,0,0,0,0
0-85,2023-08-19 14:42:54,513,SUCCESS,65369240223,100.0,0,0,0,0,0
0-86,2023-08-19 14:42:57,516,RUN_CODE_ERROR,None,None,1,0,1,0,0
0-87,2023-08-19 14:42:57,516,SUCCESS,65369240223,100.0,0,0,0,0,0
0-88,2023-08-19 14:43:01,520,RUN_CODE_ERROR,None,None,1,0,0,0,1
0-89,2023-08-19 14:43:39,558,SUCCESS,65353479608,99.98,1,0,1,0,0
0-90,2023-08-19 14:43:42,561,RUN_CODE_ERROR,None,None,1,0,0,1,0
0-91,2023-08-19 14:44:20,599,SUCCESS,65338983550,99.95,1,0,0,1,0
0-92,2023-08-19 14:44:20,599,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-93,2023-08-19 14:44:24,603,RUN_CODE_ERROR,None,None,1,0,0,1,0
0-94,2023-08-19 14:44:24,603,SUCCESS,65369240223,100.0,0,0,0,0,0
0-95,2023-08-19 14:44:24,603,SUCCESS,65369240223,100.0,0,0,0,0,0
0-96,2023-08-19 14:44:24,603,SUCCESS,65369240223,100.0,0,0,0,0,0
0-97,2023-08-19 14:44:24,603,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-98,2023-08-19 14:44:24,603,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-99,2023-08-19 14:44:24,603,SUCCESS,65369240223,100.0,0,0,0,0,0
0-100,2023-08-19 14:44:25,604,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
1-1,2023-08-19 14:44:25,604,COMPILE_CODE_ERROR,None,None,2,0,0,1,1
1-2,2023-08-19 14:44:33,612,RUN_CODE_ERROR,None,None,2,0,0,1,1
1-3,2023-08-19 14:44:33,612,SUCCESS,65338983550,99.95,1,0,0,1,0
1-4,2023-08-19 14:44:33,612,COMPILE_CODE_ERROR,None,None,2,0,0,1,1
1-5,2023-08-19 14:45:21,660,SUCCESS,79275494387,121.27,2,0,0,2,0
1-6,2023-08-19 14:45:21,660,SUCCESS,65353479608,99.98,1,0,1,0,0
1-7,2023-08-19 14:45:59,698,SUCCESS,65351721409,99.97,2,0,1,1,0
1-8,2023-08-19 14:45:59,698,SUCCESS,65369240223,100.0,0,0,0,0,0
1-9,2023-08-19 14:45:59,698,SUCCESS,65369240223,100.0,0,0,0,0,0
1-10,2023-08-19 14:45:59,698,SUCCESS,65369240223,100.0,0,0,0,0,0
1-11,2023-08-19 14:45:59,698,SUCCESS,65369240223,100.0,0,0,0,0,0
1-12,2023-08-19 14:46:38,737,SUCCESS,64310282985,98.38,1,0,0,1,0
1-13,2023-08-19 14:46:38,737,SUCCESS,65369240223,100.0,0,0,0,0,0
1-14,2023-08-19 14:46:38,737,SUCCESS,65369240223,100.0,0,0,0,0,0
1-15,2023-08-19 14:46:38,737,SUCCESS,65369240223,100.0,0,0,0,0,0
1-16,2023-08-19 14:46:38,737,SUCCESS,65369240223,100.0,0,0,0,0,0
1-17,2023-08-19 14:46:38,737,SUCCESS,65369240223,100.0,0,0,0,0,0
1-18,2023-08-19 14:46:38,737,SUCCESS,65353479608,99.98,1,0,1,0,0
1-19,2023-08-19 14:47:16,775,SUCCESS,65349332476,99.97,1,0,0,1,0
1-20,2023-08-19 14:47:55,814,SUCCESS,65359885120,99.99,1,0,0,1,0
1-21,2023-08-19 14:47:55,814,SUCCESS,65369240223,100.0,0,0,0,0,0
1-22,2023-08-19 14:48:34,853,SUCCESS,65319578630,99.92,1,0,0,0,1
1-23,2023-08-19 14:49:13,892,SUCCESS,65348591860,99.97,1,0,0,0,1
1-24,2023-08-19 14:49:13,892,SUCCESS,65369240223,100.0,0,0,0,0,0
1-25,2023-08-19 14:49:13,892,SUCCESS,65348591860,99.97,1,0,0,0,1
1-26,2023-08-19 14:49:13,892,SUCCESS,65369240223,100.0,0,0,0,0,0
1-27,2023-08-19 14:49:13,892,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
1-28,2023-08-19 14:49:13,892,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
1-29,2023-08-19 14:49:13,892,SUCCESS,65369240223,100.0,0,0,0,0,0
1-30,2023-08-19 14:49:13,892,SUCCESS,65369240223,100.0,0,0,0,0,0
1-31,2023-08-19 14:49:14,893,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
1-32,2023-08-19 14:49:14,893,SUCCESS,65369240223,100.0,0,0,0,0,0
