variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-19 14:35:15,0,INITIAL SUCCESS,65318818525,100,0,0,0,0,0
0-1,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-2,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-3,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-4,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-5,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-6,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-7,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-8,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-9,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-10,2023-08-19 14:35:15,46,SUCCESS,65318818525,100.0,0,0,0,0,0
0-11,2023-08-19 14:35:16,47,COMPILE_CODE_ERROR,None,None,7,6,0,1,0
0-12,2023-08-19 14:36:05,96,RUN_TIMEOUT,None,None,1,1,0,0,0
0-13,2023-08-19 14:36:54,145,RUN_TIMEOUT,None,None,3,3,0,0,0
0-14,2023-08-19 14:36:54,145,COMPILE_CODE_ERROR,None,None,6,5,1,0,0
0-15,2023-08-19 14:37:33,184,SUCCESS,66533884391,101.86,1,0,1,0,0
0-16,2023-08-19 14:38:14,225,SUCCESS,70724799402,108.28,5,5,0,0,0
0-17,2023-08-19 14:38:14,225,COMPILE_CODE_ERROR,None,None,5,4,0,0,1
0-18,2023-08-19 14:39:00,271,SUCCESS,79047468744,121.02,4,4,0,0,0
0-19,2023-08-19 14:39:42,313,SUCCESS,70094365092,107.31,3,3,0,0,0
0-20,2023-08-19 14:40:27,358,SUCCESS,75614700690,115.76,1,1,0,0,0
0-21,2023-08-19 14:40:27,358,COMPILE_CODE_ERROR,None,None,3,2,0,0,1
0-22,2023-08-19 14:41:17,408,RUN_TIMEOUT,None,None,2,2,0,0,0
0-23,2023-08-19 14:41:49,440,SUCCESS,54993948790,84.19,3,2,1,0,0
0-24,2023-08-19 14:42:37,488,SUCCESS,82740787867,126.67,1,1,0,0,0
0-25,2023-08-19 14:42:37,488,SUCCESS,65318818525,100.0,0,0,0,0,0
0-26,2023-08-19 14:43:26,537,RUN_TIMEOUT,None,None,2,2,0,0,0
0-27,2023-08-19 14:43:26,537,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-28,2023-08-19 14:44:10,581,SUCCESS,74242219138,113.66,3,3,0,0,0
0-29,2023-08-19 14:44:59,630,RUN_TIMEOUT,None,None,4,3,0,0,1
0-30,2023-08-19 14:45:48,679,RUN_TIMEOUT,None,None,5,5,0,0,0
0-31,2023-08-19 14:45:49,680,COMPILE_CODE_ERROR,None,None,2,1,1,0,0
0-32,2023-08-19 14:46:38,729,RUN_TIMEOUT,None,None,4,3,0,1,0
0-33,2023-08-19 14:46:38,729,COMPILE_CODE_ERROR,None,None,4,3,0,0,1
0-34,2023-08-19 14:47:11,762,SUCCESS,55191136264,84.5,3,3,0,0,0
0-35,2023-08-19 14:47:52,803,SUCCESS,69991952398,107.15,1,1,0,0,0
0-36,2023-08-19 14:48:32,843,SUCCESS,67774735508,103.76,1,1,0,0,0
0-37,2023-08-19 14:48:32,843,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-38,2023-08-19 14:49:05,876,SUCCESS,55002880188,84.21,2,1,1,0,0
0-39,2023-08-19 14:49:05,876,COMPILE_CODE_ERROR,None,None,4,3,1,0,0
0-40,2023-08-19 14:49:44,915,SUCCESS,65332609326,100.02,2,2,0,0,0
0-41,2023-08-19 14:49:44,915,COMPILE_CODE_ERROR,None,None,2,1,0,0,1
0-42,2023-08-19 14:50:21,952,SUCCESS,62566117327,95.79,3,3,0,0,0
0-43,2023-08-19 14:50:21,952,COMPILE_CODE_ERROR,None,None,6,5,1,0,0
0-44,2023-08-19 14:50:21,952,SUCCESS,65318818525,100.0,0,0,0,0,0
0-45,2023-08-19 14:50:21,952,SUCCESS,65318818525,100.0,1,1,0,0,0
0-46,2023-08-19 14:50:21,952,COMPILE_CODE_ERROR,None,None,4,3,0,0,1
0-47,2023-08-19 14:51:11,1002,RUN_TIMEOUT,None,None,2,2,0,0,0
0-48,2023-08-19 14:51:49,1040,SUCCESS,64944785764,99.43,3,3,0,0,0
0-49,2023-08-19 14:52:38,1089,RUN_TIMEOUT,None,None,5,5,0,0,0
0-50,2023-08-19 14:53:27,1138,RUN_TIMEOUT,None,None,2,2,0,0,0
0-51,2023-08-19 14:53:27,1138,COMPILE_CODE_ERROR,None,None,5,4,0,1,0
0-52,2023-08-19 14:53:28,1139,COMPILE_CODE_ERROR,None,None,6,5,0,0,1
0-53,2023-08-19 14:54:17,1188,RUN_TIMEOUT,None,None,6,5,1,0,0
0-54,2023-08-19 14:54:52,1223,SUCCESS,68977187467,105.6,3,2,1,0,0
0-55,2023-08-19 14:55:41,1272,RUN_TIMEOUT,None,None,1,1,0,0,0
0-56,2023-08-19 14:55:42,1273,COMPILE_CODE_ERROR,None,None,2,1,0,0,1
0-57,2023-08-19 14:56:27,1318,SUCCESS,75547550412,115.66,2,2,0,0,0
0-58,2023-08-19 14:57:16,1367,RUN_TIMEOUT,None,None,3,2,0,1,0
0-59,2023-08-19 14:57:17,1368,COMPILE_CODE_ERROR,None,None,1,0,0,1,0
0-60,2023-08-19 14:57:55,1406,SUCCESS,65321810252,100.0,1,1,0,0,0
0-61,2023-08-19 14:58:38,1449,SUCCESS,74055473302,113.38,2,1,0,1,0
0-62,2023-08-19 14:59:27,1498,RUN_TIMEOUT,None,None,2,2,0,0,0
0-63,2023-08-19 15:00:01,1532,SUCCESS,58406093629,89.42,2,2,0,0,0
0-64,2023-08-19 15:00:41,1572,SUCCESS,67770948352,103.75,1,1,0,0,0
0-65,2023-08-19 15:01:18,1609,SUCCESS,66417494863,101.68,3,3,0,0,0
0-66,2023-08-19 15:01:19,1610,COMPILE_CODE_ERROR,None,None,6,5,0,1,0
0-67,2023-08-19 15:02:01,1652,SUCCESS,74054346781,113.37,3,3,0,0,0
0-68,2023-08-19 15:02:50,1701,RUN_TIMEOUT,None,None,5,5,0,0,0
0-69,2023-08-19 15:02:50,1701,SUCCESS,65318818525,100.0,0,0,0,0,0
0-70,2023-08-19 15:02:50,1701,COMPILE_CODE_ERROR,None,None,4,3,1,0,0
0-71,2023-08-19 15:03:36,1747,SUCCESS,78390500426,120.01,2,2,0,0,0
0-72,2023-08-19 15:04:08,1779,SUCCESS,53290189780,81.58,5,4,0,1,0
0-73,2023-08-19 15:04:45,1816,SUCCESS,60343636584,92.38,2,1,0,1,0
0-74,2023-08-19 15:04:48,1819,RUN_CODE_ERROR,None,None,4,3,0,0,1
0-75,2023-08-19 15:04:48,1819,COMPILE_CODE_ERROR,None,None,4,3,0,0,1
0-76,2023-08-19 15:04:49,1820,COMPILE_CODE_ERROR,None,None,4,3,1,0,0
0-77,2023-08-19 15:05:28,1859,SUCCESS,66621816965,101.99,4,4,0,0,0
0-78,2023-08-19 15:05:58,1889,SUCCESS,48836906309,74.77,1,1,0,0,0
0-79,2023-08-19 15:05:59,1890,COMPILE_CODE_ERROR,None,None,5,4,0,0,1
0-80,2023-08-19 15:06:48,1939,RUN_TIMEOUT,None,None,5,5,0,0,0
0-81,2023-08-19 15:06:51,1942,RUN_CODE_ERROR,None,None,2,1,0,0,1
0-82,2023-08-19 15:07:40,1991,RUN_TIMEOUT,None,None,1,1,0,0,0
0-83,2023-08-19 15:07:41,1992,COMPILE_CODE_ERROR,None,None,4,3,0,0,1
0-84,2023-08-19 15:08:13,2024,SUCCESS,53906228661,82.53,2,1,0,0,1
0-85,2023-08-19 15:09:02,2073,RUN_TIMEOUT,None,None,3,3,0,0,0
0-86,2023-08-19 15:09:02,2073,SUCCESS,65318818525,100.0,0,0,0,0,0
0-87,2023-08-19 15:09:03,2074,COMPILE_CODE_ERROR,None,None,1,0,0,1,0
0-88,2023-08-19 15:09:49,2120,SUCCESS,80865610360,123.8,3,2,0,1,0
0-89,2023-08-19 15:09:52,2123,RUN_CODE_ERROR,None,None,2,1,0,0,1
0-90,2023-08-19 15:09:53,2124,COMPILE_CODE_ERROR,None,None,2,1,1,0,0
0-91,2023-08-19 15:10:42,2173,RUN_TIMEOUT,None,None,3,2,0,1,0
0-92,2023-08-19 15:11:31,2222,RUN_TIMEOUT,None,None,3,3,0,0,0
0-93,2023-08-19 15:12:20,2271,RUN_TIMEOUT,None,None,2,2,0,0,0
0-94,2023-08-19 15:13:05,2316,SUCCESS,75586781946,115.72,2,2,0,0,0
0-95,2023-08-19 15:13:44,2355,SUCCESS,65359174040,100.06,3,3,0,0,0
0-96,2023-08-19 15:13:44,2355,SUCCESS,65318818525,100.0,0,0,0,0,0
