variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-05 08:44:25,0,INITIAL SUCCESS,144649742290,100,0,0,0,0,0
0-1,2023-08-05 08:44:25,95,SUCCESS,144649742290,100.0,0,0,0,0,0
0-2,2023-08-05 08:44:25,95,SUCCESS,144649742290,100.0,0,0,0,0,0
0-3,2023-08-05 08:44:28,98,RUN_CODE_ERROR,None,None,1,0,1,0,0
0-4,2023-08-05 08:44:28,98,SUCCESS,144649742290,100.0,0,0,0,0,0
0-5,2023-08-05 08:44:28,98,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
0-6,2023-08-05 08:44:32,102,RUN_CODE_ERROR,None,None,1,0,0,1,0
0-7,2023-08-05 08:45:59,189,SUCCESS,144630024678,99.99,1,0,0,0,1
0-8,2023-08-05 08:45:59,189,SUCCESS,144649742290,100.0,0,0,0,0,0
0-9,2023-08-05 08:45:59,189,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-10,2023-08-05 08:46:00,190,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
1-1,2023-08-05 08:46:00,190,SUCCESS,144630024678,99.99,1,0,0,0,1
1-2,2023-08-05 08:46:00,190,SUCCESS,144649742290,100.0,0,0,0,0,0
1-3,2023-08-05 08:46:00,190,RUN_CODE_ERROR,None,None,1,0,0,1,0
1-4,2023-08-05 08:46:00,190,SUCCESS,144630024678,99.99,1,0,0,0,1
1-5,2023-08-05 08:46:00,190,SUCCESS,144649742290,100.0,0,0,0,0,0
1-6,2023-08-05 08:46:00,190,SUCCESS,144630024678,99.99,1,0,0,0,1
1-7,2023-08-05 08:46:00,190,SUCCESS,144649742290,100.0,0,0,0,0,0
1-8,2023-08-05 08:46:00,190,SUCCESS,144649742290,100.0,0,0,0,0,0
1-9,2023-08-05 08:46:00,190,SUCCESS,144649742290,100.0,0,0,0,0,0
1-10,2023-08-05 08:46:00,190,SUCCESS,144649742290,100.0,0,0,0,0,0
2-1,2023-08-05 08:47:27,277,SUCCESS,144732349305,100.06,2,0,1,0,1
2-2,2023-08-05 08:47:27,277,SUCCESS,144630024678,99.99,1,0,0,0,1
2-3,2023-08-05 08:47:27,277,SUCCESS,144630024678,99.99,1,0,0,0,1
2-4,2023-08-05 08:47:27,277,SUCCESS,144630024678,99.99,1,0,0,0,1
