variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-04 14:46:15,0,INITIAL SUCCESS,65342711826,100,0,0,0,0,0
0-1,2023-08-04 14:46:15,48,SUCCESS,65342711826,100.0,0,0,0,0,0
0-2,2023-08-04 14:46:15,48,SUCCESS,65342711826,100.0,0,0,0,0,0
0-3,2023-08-04 14:47:04,97,RUN_TIMEOUT,None,None,2,2,0,0,0
0-4,2023-08-04 14:47:54,147,RUN_TIMEOUT,None,None,1,1,0,0,0
0-5,2023-08-04 14:48:43,196,RUN_TIMEOUT,None,None,6,6,0,0,0
0-6,2023-08-04 14:48:43,196,COMPILE_CODE_ERROR,None,None,2,1,0,1,0
0-7,2023-08-04 14:48:46,199,RUN_CODE_ERROR,None,None,2,1,0,1,0
0-8,2023-08-04 14:49:23,236,SUCCESS,58480394734,89.5,5,5,0,0,0
0-9,2023-08-04 14:50:12,285,SUCCESS,78403875412,119.99,4,3,0,1,0
0-10,2023-08-04 14:50:15,288,RUN_CODE_ERROR,None,None,4,3,0,1,0
1-1,2023-08-04 14:50:59,332,SUCCESS,69834111941,106.87,5,5,0,0,0
1-2,2023-08-04 14:51:35,368,SUCCESS,56664902477,86.72,3,3,0,0,0
1-3,2023-08-04 14:51:35,368,SUCCESS,58480394734,89.5,5,5,0,0,0
1-4,2023-08-04 14:51:35,368,COMPILE_CODE_ERROR,None,None,2,1,0,1,0
1-5,2023-08-04 14:51:36,369,COMPILE_CODE_ERROR,None,None,6,5,0,1,0
1-6,2023-08-04 14:51:36,369,SUCCESS,65342711826,100.0,0,0,0,0,0
1-7,2023-08-04 14:52:15,408,SUCCESS,63539121484,97.24,5,5,0,0,0
1-8,2023-08-04 14:52:15,408,COMPILE_CODE_ERROR,None,None,3,2,0,0,1
1-9,2023-08-04 14:52:15,408,SUCCESS,58480394734,89.5,5,5,0,0,0
1-10,2023-08-04 14:53:05,458,RUN_TIMEOUT,None,None,7,6,0,1,0
2-1,2023-08-04 14:53:05,458,SUCCESS,56664902477,86.72,3,3,0,0,0
2-2,2023-08-04 14:53:05,458,SUCCESS,58480394734,89.5,5,5,0,0,0
2-3,2023-08-04 14:53:05,458,SUCCESS,58480394734,89.5,5,5,0,0,0
2-4,2023-08-04 14:53:05,458,SUCCESS,58480394734,89.5,5,5,0,0,0
2-5,2023-08-04 14:53:05,458,SUCCESS,63539121484,97.24,5,5,0,0,0
2-6,2023-08-04 14:53:40,493,SUCCESS,55624318615,85.13,10,9,0,1,0
2-7,2023-08-04 14:53:40,493,SUCCESS,58480394734,89.5,5,5,0,0,0
2-8,2023-08-04 14:53:40,493,SUCCESS,63539121484,97.24,5,5,0,0,0
2-9,2023-08-04 14:53:40,493,SUCCESS,56664902477,86.72,3,3,0,0,0
2-10,2023-08-04 14:53:40,493,SUCCESS,58480394734,89.5,5,5,0,0,0
3-1,2023-08-04 14:54:29,542,RUN_TIMEOUT,None,None,9,8,0,1,0
3-2,2023-08-04 14:54:59,572,SUCCESS,45085243474,69.0,6,6,0,0,0
3-3,2023-08-04 14:55:33,606,SUCCESS,52340961327,80.1,7,7,0,0,0
3-4,2023-08-04 14:55:33,606,SUCCESS,56664902477,86.72,3,3,0,0,0
3-5,2023-08-04 14:55:33,606,SUCCESS,58480394734,89.5,5,5,0,0,0
3-6,2023-08-04 14:55:33,606,SUCCESS,55624318615,85.13,10,9,0,1,0
3-7,2023-08-04 14:56:09,642,SUCCESS,58497545920,89.52,6,6,0,0,0
3-8,2023-08-04 14:56:09,642,SUCCESS,56664902477,86.72,3,3,0,0,0
3-9,2023-08-04 14:56:10,643,COMPILE_CODE_ERROR,None,None,11,9,1,1,0
