# variant number, timestamp, time elapse, status, fitness, percentage, edit
-1,2023-08-05 08:44:31,93,INITIAL SUCCESS,144628188664,100,0
0-1,2023-08-05 08:44:31,93,SUCCESS,144628188664,100.0,0
0-2,2023-08-05 08:44:31,93,SUCCESS,144628188664,100.0,0
0-3,2023-08-05 08:44:32,94,COMPILE_CODE_ERROR,None,None,None
0-4,2023-08-05 08:44:32,94,COMPILE_CODE_ERROR,None,None,None
0-5,2023-08-05 08:44:32,94,COMPILE_CODE_ERROR,None,None,None
0-6,2023-08-05 08:46:08,190,RUN_TIMEOUT,None,None,None
0-7,2023-08-05 08:47:43,285,RUN_TIMEOUT,None,None,None
0-8,2023-08-05 08:47:46,288,RUN_CODE_ERROR,None,None,None
0-9,2023-08-05 08:49:21,383,RUN_TIMEOUT,None,None,None
0-10,2023-08-05 08:49:21,383,COMPILE_CODE_ERROR,None,None,None
1-1,2023-08-05 08:49:21,383,SUCCESS,144628188664,100.0,0
1-2,2023-08-05 08:49:21,383,SUCCESS,144628188664,100.0,0
1-3,2023-08-05 08:49:21,383,SUCCESS,144628188664,100.0,0
1-4,2023-08-05 08:49:21,383,COMPILE_CODE_ERROR,None,None,None
1-5,2023-08-05 08:50:57,479,RUN_TIMEOUT,None,None,None
1-6,2023-08-05 08:52:32,574,RUN_TIMEOUT,None,None,None
1-7,2023-08-05 08:52:32,574,COMPILE_CODE_ERROR,None,None,None
1-8,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
1-9,2023-08-05 08:52:32,574,RUN_TIMEOUT,None,None,None
1-10,2023-08-05 08:52:32,574,COMPILE_CODE_ERROR,None,None,None
2-1,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
2-2,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
2-3,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
2-4,2023-08-05 08:52:32,574,COMPILE_CODE_ERROR,None,None,None
2-5,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
2-6,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
2-7,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
2-8,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
2-9,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
2-10,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-1,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-2,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-3,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-4,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-5,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-6,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-7,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-8,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-9,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
3-10,2023-08-05 08:52:32,574,SUCCESS,144628188664,100.0,0
4-1,2023-08-05 08:52:33,575,COMPILE_CODE_ERROR,None,None,None
4-2,2023-08-05 08:52:33,575,SUCCESS,144628188664,100.0,0
4-3,2023-08-05 08:52:33,575,COMPILE_CODE_ERROR,None,None,None
4-4,2023-08-05 08:52:33,575,SUCCESS,144628188664,100.0,0
4-5,2023-08-05 08:52:33,575,SUCCESS,144628188664,100.0,0
4-6,2023-08-05 08:52:33,575,SUCCESS,144628188664,100.0,0
4-7,2023-08-05 08:52:33,575,SUCCESS,144628188664,100.0,0
4-8,2023-08-05 08:52:33,575,SUCCESS,144628188664,100.0,0
