variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-03 04:17:09,0,INITIAL SUCCESS,121211248143,100,0,0,0,0,0
1,2023-08-03 04:17:09,82,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
2,2023-08-03 04:18:21,154,SUCCESS,119286003371,98.41,1,0,0,0,1
3,2023-08-03 04:18:21,154,COMPILE_CODE_ERROR,None,None,2,0,0,0,2
4,2023-08-03 04:18:24,157,RUN_CODE_ERROR,None,None,2,0,0,1,1
5,2023-08-03 04:18:24,157,SUCCESS,121211248143,100.0,0,0,0,0,0
6,2023-08-03 04:18:25,158,COMPILE_CODE_ERROR,None,None,2,0,1,0,1
7,2023-08-03 04:19:40,233,SUCCESS,126252727967,104.16,2,0,1,0,1
8,2023-08-03 04:19:40,233,SUCCESS,119286003371,98.41,2,1,0,0,1
9,2023-08-03 04:20:53,306,SUCCESS,119224316808,98.36,3,2,0,0,1
10,2023-08-03 04:20:54,307,COMPILE_CODE_ERROR,None,None,4,2,1,0,1
11,2023-08-03 04:20:54,307,SUCCESS,119224316808,98.36,2,1,0,0,1
12,2023-08-03 04:20:54,307,SUCCESS,119286003371,98.41,1,0,0,0,1
13,2023-08-03 04:22:07,380,SUCCESS,119204586559,98.34,3,1,0,1,1
14,2023-08-03 04:23:21,454,SUCCESS,119269772124,98.4,2,0,0,1,1
15,2023-08-03 04:23:21,454,COMPILE_CODE_ERROR,None,None,4,1,1,1,1
16,2023-08-03 04:24:40,533,RUN_TIMEOUT,None,None,4,1,0,2,1
17,2023-08-03 04:24:41,534,COMPILE_CODE_ERROR,None,None,4,1,1,1,1
18,2023-08-03 04:26:00,613,RUN_TIMEOUT,None,None,4,2,0,1,1
19,2023-08-03 04:27:19,692,RUN_TIMEOUT,None,None,4,1,0,2,1
20,2023-08-03 04:28:39,772,RUN_TIMEOUT,None,None,4,1,0,2,1
21,2023-08-03 04:29:58,851,RUN_TIMEOUT,None,None,2,1,0,1,0
22,2023-08-03 04:29:58,851,SUCCESS,119224316808,98.36,2,1,0,0,1
23,2023-08-03 04:29:58,851,COMPILE_CODE_ERROR,None,None,4,1,0,1,2
24,2023-08-03 04:30:02,855,RUN_CODE_ERROR,None,None,4,1,0,1,2
25,2023-08-03 04:30:02,855,COMPILE_CODE_ERROR,None,None,4,1,0,1,2
26,2023-08-03 04:31:22,935,RUN_TIMEOUT,None,None,4,2,0,1,1
27,2023-08-03 04:31:22,935,COMPILE_CODE_ERROR,None,None,4,1,0,2,1
28,2023-08-03 04:31:22,935,COMPILE_CODE_ERROR,None,None,4,1,1,1,1
29,2023-08-03 04:31:23,936,COMPILE_CODE_ERROR,None,None,4,1,1,1,1
30,2023-08-03 04:31:23,936,COMPILE_CODE_ERROR,None,None,4,1,0,2,1
31,2023-08-03 04:32:36,1009,SUCCESS,119221456862,98.36,4,1,1,1,1
32,2023-08-03 04:32:40,1013,RUN_CODE_ERROR,None,None,4,1,0,1,2
