# variant number, timestamp, time elapse, status, fitness, percentage, edit
-1,2023-08-03 01:08:07,40,INITIAL SUCCESS,48098626901,100,0
1,2023-08-03 01:08:10,43,RUN_CODE_ERROR,None,None,None
2,2023-08-03 01:08:11,44,COMPILE_CODE_ERROR,None,None,None
3,2023-08-03 01:08:11,44,COMPILE_CODE_ERROR,None,None,None
4,2023-08-03 01:08:11,44,COMPILE_CODE_ERROR,None,None,None
5,2023-08-03 01:08:43,76,SUCCESS,48086803990,99.98,1
6,2023-08-03 01:08:43,76,SUCCESS,48098626901,100.0,0
7,2023-08-03 01:08:44,77,COMPILE_CODE_ERROR,None,None,None
8,2023-08-03 01:09:15,108,SUCCESS,48089579433,99.98,2
9,2023-08-03 01:09:15,108,COMPILE_CODE_ERROR,None,None,None
10,2023-08-03 01:09:16,109,COMPILE_CODE_ERROR,None,None,None
11,2023-08-03 01:09:47,140,SUCCESS,48106356740,100.02,2
12,2023-08-03 01:10:27,180,RUN_TIMEOUT,None,None,None
13,2023-08-03 01:10:45,198,RUN_CODE_ERROR,None,None,None
14,2023-08-03 01:11:16,229,SUCCESS,48103027227,100.01,2
15,2023-08-03 01:11:56,269,RUN_TIMEOUT,None,None,None
16,2023-08-03 01:12:28,301,SUCCESS,48073075974,99.95,2
17,2023-08-03 01:13:08,341,RUN_TIMEOUT,None,None,None
18,2023-08-03 01:13:40,373,SUCCESS,48120113807,100.04,1
19,2023-08-03 01:13:42,375,RUN_CODE_ERROR,None,None,None
20,2023-08-03 01:13:46,379,RUN_CODE_ERROR,None,None,None
21,2023-08-03 01:13:49,382,RUN_CODE_ERROR,None,None,None
22,2023-08-03 01:13:49,382,COMPILE_CODE_ERROR,None,None,None
23,2023-08-03 01:13:49,382,SUCCESS,48086803990,99.98,1
24,2023-08-03 01:13:52,385,RUN_CODE_ERROR,None,None,None
25,2023-08-03 01:13:53,386,COMPILE_CODE_ERROR,None,None,None
26,2023-08-03 01:14:30,423,SUCCESS,58483464813,121.59,3
27,2023-08-03 01:15:02,455,SUCCESS,48115875504,100.04,3
28,2023-08-03 01:15:02,455,COMPILE_CODE_ERROR,None,None,None
29,2023-08-03 01:15:11,464,RUN_CODE_ERROR,None,None,None
30,2023-08-03 01:15:43,496,SUCCESS,48097335571,100.0,3
31,2023-08-03 01:15:43,496,COMPILE_CODE_ERROR,None,None,None
32,2023-08-03 01:15:43,496,COMPILE_CODE_ERROR,None,None,None
33,2023-08-03 01:16:15,528,SUCCESS,48116548825,100.04,3
34,2023-08-03 01:16:47,560,SUCCESS,48088551968,99.98,3
35,2023-08-03 01:16:47,560,COMPILE_CODE_ERROR,None,None,None
36,2023-08-03 01:17:19,592,SUCCESS,48088413140,99.98,3
37,2023-08-03 01:17:20,593,COMPILE_CODE_ERROR,None,None,None
38,2023-08-03 01:17:20,593,COMPILE_CODE_ERROR,None,None,None
39,2023-08-03 01:17:52,625,SUCCESS,48079245299,99.96,3
40,2023-08-03 01:17:53,626,COMPILE_CODE_ERROR,None,None,None
41,2023-08-03 01:18:26,659,SUCCESS,48092780434,99.99,3
42,2023-08-03 01:18:26,659,COMPILE_CODE_ERROR,None,None,None
43,2023-08-03 01:19:06,699,RUN_TIMEOUT,None,None,None
44,2023-08-03 01:19:07,700,COMPILE_CODE_ERROR,None,None,None
45,2023-08-03 01:19:07,700,COMPILE_CODE_ERROR,None,None,None
46,2023-08-03 01:19:38,731,SUCCESS,48083988661,99.97,3
47,2023-08-03 01:20:10,763,SUCCESS,48083223461,99.97,3
48,2023-08-03 01:20:11,764,COMPILE_CODE_ERROR,None,None,None
49,2023-08-03 01:20:11,764,COMPILE_CODE_ERROR,None,None,None
50,2023-08-03 01:20:12,765,COMPILE_CODE_ERROR,None,None,None
51,2023-08-03 01:20:12,765,COMPILE_CODE_ERROR,None,None,None
52,2023-08-03 01:20:45,798,SUCCESS,52006977065,108.13,3
53,2023-08-03 01:20:48,801,RUN_CODE_ERROR,None,None,None
54,2023-08-03 01:20:49,802,COMPILE_CODE_ERROR,None,None,None
55,2023-08-03 01:21:20,833,SUCCESS,48087986152,99.98,3
56,2023-08-03 01:21:53,866,SUCCESS,50358777386,104.7,3
57,2023-08-03 01:21:54,867,COMPILE_CODE_ERROR,None,None,None
58,2023-08-03 01:21:54,867,COMPILE_CODE_ERROR,None,None,None
59,2023-08-03 01:21:57,870,RUN_CODE_ERROR,None,None,None
60,2023-08-03 01:21:58,871,COMPILE_CODE_ERROR,None,None,None
61,2023-08-03 01:22:29,902,SUCCESS,46072746894,95.79,3
62,2023-08-03 01:22:29,902,COMPILE_CODE_ERROR,None,None,None
63,2023-08-03 01:22:30,903,COMPILE_CODE_ERROR,None,None,None
64,2023-08-03 01:23:00,933,SUCCESS,46074778848,95.79,2
65,2023-08-03 01:23:01,934,COMPILE_CODE_ERROR,None,None,None
66,2023-08-03 01:23:04,937,RUN_CODE_ERROR,None,None,None
67,2023-08-03 01:23:34,967,SUCCESS,46070113177,95.78,4
68,2023-08-03 01:23:34,967,SUCCESS,46072746894,95.79,3
69,2023-08-03 01:23:35,968,COMPILE_CODE_ERROR,None,None,None
70,2023-08-03 01:23:35,968,COMPILE_CODE_ERROR,None,None,None
71,2023-08-03 01:24:05,998,SUCCESS,46084699588,95.81,3
72,2023-08-03 01:24:37,1030,SUCCESS,48084247816,99.97,3
73,2023-08-03 01:24:40,1033,RUN_CODE_ERROR,None,None,None
74,2023-08-03 01:25:10,1063,SUCCESS,46073239673,95.79,5
75,2023-08-03 01:25:41,1094,SUCCESS,46072497671,95.79,5
76,2023-08-03 01:26:11,1124,SUCCESS,46069337053,95.78,3
77,2023-08-03 01:26:41,1154,SUCCESS,46064167932,95.77,2
78,2023-08-03 01:27:12,1185,SUCCESS,48091215828,99.98,1
79,2023-08-03 01:27:13,1186,COMPILE_CODE_ERROR,None,None,None
80,2023-08-03 01:27:13,1186,COMPILE_CODE_ERROR,None,None,None
81,2023-08-03 01:27:43,1216,SUCCESS,46101735617,95.85,1
82,2023-08-03 01:27:44,1217,COMPILE_CODE_ERROR,None,None,None
83,2023-08-03 01:27:44,1217,COMPILE_CODE_ERROR,None,None,None
84,2023-08-03 01:28:15,1248,SUCCESS,46151751771,95.95,3
85,2023-08-03 01:28:15,1248,COMPILE_CODE_ERROR,None,None,None
86,2023-08-03 01:28:41,1274,SUCCESS,40209703250,83.6,3
87,2023-08-03 01:29:08,1301,SUCCESS,40211938188,83.6,4
88,2023-08-03 01:29:08,1301,SUCCESS,46064167932,95.77,2
89,2023-08-03 01:29:35,1328,SUCCESS,40587286008,84.38,4
90,2023-08-03 01:30:02,1355,SUCCESS,40216842072,83.61,4
91,2023-08-03 01:30:02,1355,COMPILE_CODE_ERROR,None,None,None
92,2023-08-03 01:30:29,1382,SUCCESS,40214632573,83.61,2
93,2023-08-03 01:30:56,1409,SUCCESS,39986972839,83.14,2
94,2023-08-03 01:30:56,1409,SUCCESS,48091215828,99.98,1
95,2023-08-03 01:31:22,1435,SUCCESS,39990803678,83.14,1
96,2023-08-03 01:31:26,1439,RUN_CODE_ERROR,None,None,None
97,2023-08-03 01:31:26,1439,COMPILE_CODE_ERROR,None,None,None
98,2023-08-03 01:31:53,1466,SUCCESS,39980019641,83.12,3
99,2023-08-03 01:31:53,1466,COMPILE_CODE_ERROR,None,None,None
100,2023-08-03 01:32:26,1499,SUCCESS,51017546744,106.07,4
101,2023-08-03 01:32:26,1499,COMPILE_CODE_ERROR,None,None,None
102,2023-08-03 01:32:27,1500,COMPILE_CODE_ERROR,None,None,None
103,2023-08-03 01:32:27,1500,COMPILE_CODE_ERROR,None,None,None
104,2023-08-03 01:32:54,1527,SUCCESS,39996584684,83.16,2
105,2023-08-03 01:32:54,1527,COMPILE_CODE_ERROR,None,None,None
106,2023-08-03 01:32:54,1527,SUCCESS,39986972839,83.14,2
107,2023-08-03 01:33:27,1560,SUCCESS,48083718197,99.97,2
108,2023-08-03 01:33:27,1560,COMPILE_CODE_ERROR,None,None,None
109,2023-08-03 01:33:54,1587,SUCCESS,39973581395,83.11,4
110,2023-08-03 01:34:26,1619,SUCCESS,48091229967,99.98,3
111,2023-08-03 01:34:52,1645,SUCCESS,40001068353,83.16,3
112,2023-08-03 01:35:19,1672,SUCCESS,39995363663,83.15,3
113,2023-08-03 01:35:19,1672,COMPILE_CODE_ERROR,None,None,None
114,2023-08-03 01:35:20,1673,COMPILE_CODE_ERROR,None,None,None
115,2023-08-03 01:35:46,1699,SUCCESS,39998378468,83.16,5
116,2023-08-03 01:36:13,1726,SUCCESS,39985197236,83.13,5
117,2023-08-03 01:36:14,1727,COMPILE_CODE_ERROR,None,None,None
118,2023-08-03 01:36:14,1727,COMPILE_CODE_ERROR,None,None,None
119,2023-08-03 01:36:41,1754,SUCCESS,39984735898,83.13,3
120,2023-08-03 01:36:44,1757,RUN_CODE_ERROR,None,None,None
121,2023-08-03 01:36:52,1765,RUN_CODE_ERROR,None,None,None
122,2023-08-03 01:36:53,1766,COMPILE_CODE_ERROR,None,None,None
123,2023-08-03 01:37:19,1792,SUCCESS,39986845289,83.14,5
124,2023-08-03 01:37:19,1792,COMPILE_CODE_ERROR,None,None,None
125,2023-08-03 01:37:20,1793,COMPILE_CODE_ERROR,None,None,None
126,2023-08-03 01:37:50,1823,SUCCESS,45249563753,94.08,5
127,2023-08-03 01:37:50,1823,COMPILE_CODE_ERROR,None,None,None
128,2023-08-03 01:37:50,1823,COMPILE_CODE_ERROR,None,None,None
129,2023-08-03 01:38:17,1850,SUCCESS,39992808135,83.15,5
130,2023-08-03 01:38:44,1877,SUCCESS,39976030959,83.11,5
131,2023-08-03 01:38:44,1877,COMPILE_CODE_ERROR,None,None,None
132,2023-08-03 01:39:10,1903,SUCCESS,39987078881,83.14,5
133,2023-08-03 01:39:11,1904,COMPILE_CODE_ERROR,None,None,None
134,2023-08-03 01:39:51,1944,RUN_TIMEOUT,None,None,None
135,2023-08-03 01:39:51,1944,COMPILE_CODE_ERROR,None,None,None
136,2023-08-03 01:39:51,1944,COMPILE_CODE_ERROR,None,None,None
137,2023-08-03 01:40:19,1972,SUCCESS,39990940017,83.14,5
138,2023-08-03 01:40:46,1999,SUCCESS,40034613326,83.23,5
139,2023-08-03 01:41:13,2026,SUCCESS,39995482728,83.15,5
140,2023-08-03 01:41:13,2026,COMPILE_CODE_ERROR,None,None,None
141,2023-08-03 01:41:53,2066,RUN_TIMEOUT,None,None,None
142,2023-08-03 01:41:54,2067,COMPILE_CODE_ERROR,None,None,None
143,2023-08-03 01:41:54,2067,COMPILE_CODE_ERROR,None,None,None
144,2023-08-03 01:41:54,2067,COMPILE_CODE_ERROR,None,None,None
145,2023-08-03 01:42:29,2102,SUCCESS,52514022717,109.18,5
146,2023-08-03 01:42:29,2102,COMPILE_CODE_ERROR,None,None,None
147,2023-08-03 01:42:32,2105,RUN_CODE_ERROR,None,None,None
148,2023-08-03 01:43:01,2134,SUCCESS,43628905430,90.71,5
149,2023-08-03 01:43:02,2135,COMPILE_CODE_ERROR,None,None,None
150,2023-08-03 01:43:02,2135,COMPILE_CODE_ERROR,None,None,None
151,2023-08-03 01:43:42,2175,RUN_TIMEOUT,None,None,None
152,2023-08-03 01:43:43,2176,COMPILE_CODE_ERROR,None,None,None
153,2023-08-03 01:43:43,2176,COMPILE_CODE_ERROR,None,None,None
154,2023-08-03 01:43:43,2176,COMPILE_CODE_ERROR,None,None,None
155,2023-08-03 01:43:44,2177,COMPILE_CODE_ERROR,None,None,None
156,2023-08-03 01:43:44,2177,COMPILE_CODE_ERROR,None,None,None
157,2023-08-03 01:43:47,2180,RUN_CODE_ERROR,None,None,None
158,2023-08-03 01:44:14,2207,SUCCESS,39981144314,83.12,5
159,2023-08-03 01:44:14,2207,COMPILE_CODE_ERROR,None,None,None
160,2023-08-03 01:44:30,2223,RUN_CODE_ERROR,None,None,None
161,2023-08-03 01:44:31,2224,COMPILE_CODE_ERROR,None,None,None
162,2023-08-03 01:44:31,2224,COMPILE_CODE_ERROR,None,None,None
163,2023-08-03 01:44:58,2251,SUCCESS,40166567247,83.51,5
164,2023-08-03 01:45:32,2285,SUCCESS,52643433334,109.45,5
165,2023-08-03 01:45:32,2285,COMPILE_CODE_ERROR,None,None,None
166,2023-08-03 01:45:36,2289,RUN_CODE_ERROR,None,None,None
167,2023-08-03 01:45:36,2289,COMPILE_CODE_ERROR,None,None,None
168,2023-08-03 01:45:36,2289,COMPILE_CODE_ERROR,None,None,None
169,2023-08-03 01:45:37,2290,COMPILE_CODE_ERROR,None,None,None
170,2023-08-03 01:45:40,2293,RUN_CODE_ERROR,None,None,None
171,2023-08-03 01:45:41,2294,COMPILE_CODE_ERROR,None,None,None
172,2023-08-03 01:45:45,2298,RUN_CODE_ERROR,None,None,None
173,2023-08-03 01:46:15,2328,SUCCESS,46907734826,97.52,5
174,2023-08-03 01:46:18,2331,RUN_CODE_ERROR,None,None,None
175,2023-08-03 01:46:19,2332,COMPILE_CODE_ERROR,None,None,None
176,2023-08-03 01:46:45,2358,SUCCESS,39986308837,83.13,5
177,2023-08-03 01:47:11,2384,SUCCESS,39984983230,83.13,5
178,2023-08-03 01:47:12,2385,COMPILE_CODE_ERROR,None,None,None
179,2023-08-03 01:47:38,2411,SUCCESS,39982923114,83.13,5
180,2023-08-03 01:48:05,2438,SUCCESS,40000527167,83.16,5
181,2023-08-03 01:48:06,2439,COMPILE_CODE_ERROR,None,None,None
182,2023-08-03 01:48:09,2442,RUN_CODE_ERROR,None,None,None
183,2023-08-03 01:48:09,2442,COMPILE_CODE_ERROR,None,None,None
184,2023-08-03 01:48:36,2469,SUCCESS,39997525036,83.16,5
185,2023-08-03 01:48:36,2469,COMPILE_CODE_ERROR,None,None,None
186,2023-08-03 01:48:36,2469,COMPILE_CODE_ERROR,None,None,None
187,2023-08-03 01:48:37,2470,COMPILE_CODE_ERROR,None,None,None
188,2023-08-03 01:48:37,2470,COMPILE_CODE_ERROR,None,None,None
189,2023-08-03 01:49:04,2497,SUCCESS,39991539275,83.14,5
190,2023-08-03 01:49:04,2497,COMPILE_CODE_ERROR,None,None,None
191,2023-08-03 01:49:31,2524,SUCCESS,39992796426,83.15,5
192,2023-08-03 01:49:31,2524,COMPILE_CODE_ERROR,None,None,None
193,2023-08-03 01:49:58,2551,SUCCESS,40052607290,83.27,5
194,2023-08-03 01:50:38,2591,RUN_TIMEOUT,None,None,None
195,2023-08-03 01:50:42,2595,RUN_CODE_ERROR,None,None,None
196,2023-08-03 01:51:08,2621,SUCCESS,39986378719,83.13,5
197,2023-08-03 01:51:34,2647,SUCCESS,39984668657,83.13,5
198,2023-08-03 01:51:35,2648,COMPILE_CODE_ERROR,None,None,None
199,2023-08-03 01:51:38,2651,RUN_CODE_ERROR,None,None,None
200,2023-08-03 01:52:04,2677,SUCCESS,40003229989,83.17,5
201,2023-08-03 01:52:20,2693,RUN_CODE_ERROR,None,None,None
202,2023-08-03 01:52:54,2727,SUCCESS,52526772228,109.21,5
203,2023-08-03 01:52:55,2728,COMPILE_CODE_ERROR,None,None,None
204,2023-08-03 01:53:21,2754,SUCCESS,39983830892,83.13,5
205,2023-08-03 01:53:47,2780,SUCCESS,39992603241,83.15,5
206,2023-08-03 01:54:15,2808,SUCCESS,42063553480,87.45,5
207,2023-08-03 01:54:41,2834,SUCCESS,38705138897,80.47,5
208,2023-08-03 01:54:44,2837,RUN_CODE_ERROR,None,None,None
209,2023-08-03 01:55:10,2863,SUCCESS,39984497556,83.13,4
210,2023-08-03 01:55:11,2864,COMPILE_CODE_ERROR,None,None,None
211,2023-08-03 01:55:36,2889,SUCCESS,38711788453,80.48,6
212,2023-08-03 01:56:02,2915,SUCCESS,38701472752,80.46,4
213,2023-08-03 01:56:28,2941,SUCCESS,38694379627,80.45,3
214,2023-08-03 01:56:28,2941,COMPILE_CODE_ERROR,None,None,None
215,2023-08-03 01:56:28,2941,COMPILE_CODE_ERROR,None,None,None
216,2023-08-03 01:56:54,2967,SUCCESS,38693937464,80.45,4
217,2023-08-03 01:57:24,2997,SUCCESS,46959727380,97.63,3
218,2023-08-03 01:57:25,2998,COMPILE_CODE_ERROR,None,None,None
219,2023-08-03 01:57:25,2998,COMPILE_CODE_ERROR,None,None,None
220,2023-08-03 01:57:51,3024,SUCCESS,38703566334,80.47,3
221,2023-08-03 01:57:51,3024,COMPILE_CODE_ERROR,None,None,None
222,2023-08-03 01:58:18,3051,SUCCESS,39803726338,82.75,5
223,2023-08-03 01:58:44,3077,SUCCESS,38701754570,80.46,5
224,2023-08-03 01:58:44,3077,COMPILE_CODE_ERROR,None,None,None
225,2023-08-03 01:59:11,3104,SUCCESS,39996904231,83.16,3
226,2023-08-03 01:59:36,3129,SUCCESS,38701746894,80.46,5
227,2023-08-03 01:59:40,3133,RUN_CODE_ERROR,None,None,None
228,2023-08-03 01:59:40,3133,COMPILE_CODE_ERROR,None,None,None
229,2023-08-03 01:59:40,3133,SUCCESS,38694379627,80.45,3
230,2023-08-03 01:59:40,3133,COMPILE_CODE_ERROR,None,None,None
231,2023-08-03 01:59:41,3134,COMPILE_CODE_ERROR,None,None,None
232,2023-08-03 01:59:41,3134,COMPILE_CODE_ERROR,None,None,None
233,2023-08-03 02:00:07,3160,SUCCESS,38711548746,80.48,5
234,2023-08-03 02:00:08,3161,COMPILE_CODE_ERROR,None,None,None
235,2023-08-03 02:00:08,3161,COMPILE_CODE_ERROR,None,None,None
236,2023-08-03 02:00:08,3161,COMPILE_CODE_ERROR,None,None,None
237,2023-08-03 02:00:09,3162,COMPILE_CODE_ERROR,None,None,None
238,2023-08-03 02:00:09,3162,COMPILE_CODE_ERROR,None,None,None
239,2023-08-03 02:00:35,3188,SUCCESS,38701206588,80.46,5
240,2023-08-03 02:01:01,3214,SUCCESS,38701120423,80.46,5
241,2023-08-03 02:01:29,3242,SUCCESS,43176631538,89.77,5
