# variant number, timestamp, time elapse, status, fitness, percentage, edit
-1,2023-08-05 08:44:29,94,INITIAL SUCCESS,144595632782,100,0
0-1,2023-08-05 08:44:29,94,SUCCESS,144595632782,100.0,0
0-2,2023-08-05 08:44:29,94,SUCCESS,144595632782,100.0,0
0-3,2023-08-05 08:46:04,189,RUN_TIMEOUT,None,None,None
0-4,2023-08-05 08:47:39,284,RUN_TIMEOUT,None,None,None
0-5,2023-08-05 08:49:13,378,SUCCESS,154716054079,107.0,2
0-6,2023-08-05 08:50:48,473,RUN_TIMEOUT,None,None,None
0-7,2023-08-05 08:50:48,473,SUCCESS,144595632782,100.0,1
0-8,2023-08-05 08:52:23,568,RUN_TIMEOUT,None,None,None
0-9,2023-08-05 08:53:58,663,RUN_TIMEOUT,None,None,None
0-10,2023-08-05 08:55:33,758,RUN_TIMEOUT,None,None,None
1-1,2023-08-05 08:55:33,758,SUCCESS,144595632782,100.0,0
1-2,2023-08-05 08:57:09,854,RUN_TIMEOUT,None,None,None
1-3,2023-08-05 08:57:09,854,SUCCESS,144595632782,100.0,1
1-4,2023-08-05 08:58:44,949,RUN_TIMEOUT,None,None,None
1-5,2023-08-05 08:58:44,949,SUCCESS,144595632782,100.0,1
1-6,2023-08-05 08:58:44,949,SUCCESS,144595632782,100.0,0
1-7,2023-08-05 08:58:44,949,SUCCESS,144595632782,100.0,1
1-8,2023-08-05 08:58:44,949,SUCCESS,144595632782,100.0,1
1-9,2023-08-05 09:00:19,1044,RUN_TIMEOUT,None,None,None
1-10,2023-08-05 09:01:54,1139,RUN_TIMEOUT,None,None,None
2-1,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,0
2-2,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,0
2-3,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,1
2-4,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,1
2-5,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,1
2-6,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,1
2-7,2023-08-05 09:01:54,1139,RUN_TIMEOUT,None,None,None
2-8,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,0
2-9,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,0
2-10,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,1
3-1,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,0
3-2,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,1
3-3,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,1
3-4,2023-08-05 09:01:54,1139,SUCCESS,144595632782,100.0,1
3-5,2023-08-05 09:03:30,1235,RUN_TIMEOUT,None,None,None
3-6,2023-08-05 09:05:05,1330,RUN_TIMEOUT,None,None,None
3-7,2023-08-05 09:05:05,1330,SUCCESS,144595632782,100.0,1
3-8,2023-08-05 09:05:05,1330,SUCCESS,144595632782,100.0,1
3-9,2023-08-05 09:05:05,1330,SUCCESS,144595632782,100.0,1
3-10,2023-08-05 09:05:05,1330,SUCCESS,144595632782,100.0,1
4-1,2023-08-05 09:05:05,1330,SUCCESS,144595632782,100.0,1
4-2,2023-08-05 09:05:05,1330,SUCCESS,144595632782,100.0,1
4-3,2023-08-05 09:06:40,1425,RUN_TIMEOUT,None,None,None
4-4,2023-08-05 09:06:40,1425,SUCCESS,144595632782,100.0,1
4-5,2023-08-05 09:06:40,1425,SUCCESS,144595632782,100.0,1
4-6,2023-08-05 09:08:15,1520,RUN_TIMEOUT,None,None,None
4-7,2023-08-05 09:08:15,1520,SUCCESS,144595632782,100.0,1
4-8,2023-08-05 09:08:15,1520,SUCCESS,144595632782,100.0,1
4-9,2023-08-05 09:08:15,1520,SUCCESS,144595632782,100.0,1
