# variant number, timestamp, time elapse, status, fitness, percentage, edit
-1,2023-08-04 21:08:27,40,INITIAL SUCCESS,51485158547,100,0
0-1,2023-08-04 21:08:27,40,SUCCESS,51485158547,100.0,0
0-2,2023-08-04 21:08:27,40,SUCCESS,51485158547,100.0,0
0-3,2023-08-04 21:08:27,40,SUCCESS,51485158547,100.0,2
0-4,2023-08-04 21:09:08,81,RUN_TIMEOUT,None,None,None
0-5,2023-08-04 21:09:50,123,RUN_TIMEOUT,None,None,None
0-6,2023-08-04 21:10:31,164,RUN_TIMEOUT,None,None,None
0-7,2023-08-04 21:11:12,205,RUN_TIMEOUT,None,None,None
0-8,2023-08-04 21:11:46,239,SUCCESS,51494254638,100.02,2
0-9,2023-08-04 21:11:46,239,SUCCESS,51485158547,100.0,0
0-10,2023-08-04 21:12:27,280,RUN_TIMEOUT,None,None,None
1-1,2023-08-04 21:12:27,280,SUCCESS,51485158547,100.0,2
1-2,2023-08-04 21:12:27,280,SUCCESS,51485158547,100.0,1
1-3,2023-08-04 21:12:27,280,SUCCESS,51485158547,100.0,0
1-4,2023-08-04 21:12:27,280,SUCCESS,51485158547,100.0,0
1-5,2023-08-04 21:12:27,280,SUCCESS,51485158547,100.0,0
1-6,2023-08-04 21:12:27,280,SUCCESS,51485158547,100.0,0
1-7,2023-08-04 21:12:27,280,SUCCESS,51485158547,100.0,2
1-8,2023-08-04 21:12:27,280,SUCCESS,51485158547,100.0,2
1-9,2023-08-04 21:13:01,314,SUCCESS,52663691587,102.29,1
1-10,2023-08-04 21:13:43,356,RUN_TIMEOUT,None,None,None
2-1,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,2
2-2,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,1
2-3,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,2
2-4,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,1
2-5,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,0
2-6,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,0
2-7,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,0
2-8,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,0
2-9,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,0
2-10,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,0
3-1,2023-08-04 21:13:43,356,SUCCESS,51485158547,100.0,2
