variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-19 04:53:49,0,INITIAL SUCCESS,121258932067,100,0,0,0,0,0
0-1,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-2,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-3,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-4,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-5,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-6,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-7,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-8,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-9,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-10,2023-08-19 04:53:49,77,SUCCESS,121258932067,100.0,0,0,0,0,0
0-11,2023-08-19 04:54:52,140,SUCCESS,111656528335,92.08,3,3,0,0,0
0-12,2023-08-19 04:56:11,219,RUN_TIMEOUT,None,None,2,2,0,0,0
0-13,2023-08-19 04:57:25,293,SUCCESS,127557277010,105.19,3,3,0,0,0
0-14,2023-08-19 04:58:18,346,SUCCESS,90007199263,74.23,2,2,0,0,0
0-15,2023-08-19 04:59:37,425,RUN_TIMEOUT,None,None,3,3,0,0,0
0-16,2023-08-19 05:00:56,504,RUN_TIMEOUT,None,None,3,3,0,0,0
0-17,2023-08-19 05:02:15,583,RUN_TIMEOUT,None,None,4,4,0,0,0
0-18,2023-08-19 05:03:34,662,RUN_TIMEOUT,None,None,2,2,0,0,0
0-19,2023-08-19 05:04:53,741,RUN_TIMEOUT,None,None,2,2,0,0,0
0-20,2023-08-19 05:04:53,741,RUN_TIMEOUT,None,None,2,2,0,0,0
0-21,2023-08-19 05:06:13,821,RUN_TIMEOUT,None,None,2,2,0,0,0
0-22,2023-08-19 05:07:32,900,RUN_TIMEOUT,None,None,2,2,0,0,0
0-23,2023-08-19 05:08:51,979,RUN_TIMEOUT,None,None,2,2,0,0,0
0-24,2023-08-19 05:10:10,1058,SUCCESS,135615569119,111.84,3,3,0,0,0
0-25,2023-08-19 05:11:29,1137,RUN_TIMEOUT,None,None,1,1,0,0,0
0-26,2023-08-19 05:12:48,1216,RUN_TIMEOUT,None,None,1,1,0,0,0
0-27,2023-08-19 05:14:07,1295,RUN_TIMEOUT,None,None,2,2,0,0,0
0-28,2023-08-19 05:15:01,1349,SUCCESS,96085511929,79.24,3,3,0,0,0
0-29,2023-08-19 05:16:20,1428,RUN_TIMEOUT,None,None,1,1,0,0,0
0-30,2023-08-19 05:17:39,1507,RUN_TIMEOUT,None,None,2,2,0,0,0
0-31,2023-08-19 05:18:59,1587,RUN_TIMEOUT,None,None,3,3,0,0,0
0-32,2023-08-19 05:19:52,1640,SUCCESS,94626285523,78.04,2,2,0,0,0
0-33,2023-08-19 05:21:11,1719,RUN_TIMEOUT,None,None,2,2,0,0,0
0-34,2023-08-19 05:21:11,1719,RUN_TIMEOUT,None,None,2,2,0,0,0
