variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-19 17:44:11,0,INITIAL SUCCESS,48086721688,100,0,0,0,0,0
0-1,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-2,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-3,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-4,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-5,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-6,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-7,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-8,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-9,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-10,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-11,2023-08-19 17:44:11,37,COMPILE_CODE_ERROR,None,None,2,1,0,0,1
0-12,2023-08-19 17:44:11,37,SUCCESS,48086721688,100.0,0,0,0,0,0
0-13,2023-08-19 17:44:51,77,RUN_TIMEOUT,None,None,1,1,0,0,0
0-14,2023-08-19 17:44:52,78,COMPILE_CODE_ERROR,None,None,4,3,1,0,0
0-15,2023-08-19 17:45:21,107,SUCCESS,48093066294,100.01,1,1,0,0,0
0-16,2023-08-19 17:45:22,108,COMPILE_CODE_ERROR,None,None,4,3,0,0,1
0-17,2023-08-19 17:45:22,108,COMPILE_CODE_ERROR,None,None,2,1,0,0,1
0-18,2023-08-19 17:45:22,108,SUCCESS,48086721688,100.0,0,0,0,0,0
0-19,2023-08-19 17:45:57,143,SUCCESS,57515869672,119.61,2,2,0,0,0
0-20,2023-08-19 17:45:57,143,COMPILE_CODE_ERROR,None,None,5,4,0,0,1
0-21,2023-08-19 17:45:58,144,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
0-22,2023-08-19 17:45:58,144,COMPILE_CODE_ERROR,None,None,4,3,0,1,0
