variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-19 11:26:09,0,INITIAL SUCCESS,60675368916,100,0,0,0,0,0
0-1,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-2,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-3,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-4,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-5,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-6,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-7,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-8,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-9,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-10,2023-08-19 11:26:09,44,SUCCESS,60675368916,100.0,0,0,0,0,0
0-11,2023-08-19 11:26:45,80,SUCCESS,60642272337,99.95,2,2,0,0,0
0-12,2023-08-19 11:26:49,84,RUN_CODE_ERROR,None,None,3,2,1,0,0
0-13,2023-08-19 11:26:49,84,COMPILE_CODE_ERROR,None,None,3,2,0,0,1
0-14,2023-08-19 11:27:36,131,RUN_TIMEOUT,None,None,2,2,0,0,0
0-15,2023-08-19 11:27:36,131,COMPILE_CODE_ERROR,None,None,2,1,1,0,0
0-16,2023-08-19 11:28:12,167,SUCCESS,59975896431,98.85,3,3,0,0,0
0-17,2023-08-19 11:28:59,214,RUN_TIMEOUT,None,None,7,7,0,0,0
0-18,2023-08-19 11:29:46,261,RUN_TIMEOUT,None,None,4,4,0,0,0
0-19,2023-08-19 11:30:33,308,RUN_TIMEOUT,None,None,5,5,0,0,0
0-20,2023-08-19 11:31:21,356,RUN_TIMEOUT,None,None,2,2,0,0,0
0-21,2023-08-19 11:32:08,403,RUN_TIMEOUT,None,None,6,6,0,0,0
0-22,2023-08-19 11:32:55,450,RUN_TIMEOUT,None,None,2,2,0,0,0
0-23,2023-08-19 11:33:39,494,SUCCESS,73290099566,120.79,2,2,0,0,0
0-24,2023-08-19 11:33:40,495,COMPILE_CODE_ERROR,None,None,5,4,0,0,1
0-25,2023-08-19 11:34:27,542,RUN_TIMEOUT,None,None,3,2,1,0,0
