variant_number,timestamp,time_elapse,status,fitness,percentage,edit,ParamSetting,StmtInsertion,StmtDeletion,StmtReplacement
-1,2023-08-21 06:22:21,0,INITIAL SUCCESS,223014927590,100,0,0,0,0,0
1,2023-08-21 06:22:28,63,RUN_CODE_ERROR,None,None,1,0,0,1,0
2,2023-08-21 06:22:30,65,COMPILE_CODE_ERROR,None,None,1,0,1,0,0
3,2023-08-21 06:22:31,66,COMPILE_CODE_ERROR,None,None,1,0,0,0,1
4,2023-08-21 06:23:12,107,SUCCESS,238363971052,106.88,1,0,0,1,0
5,2023-08-21 06:23:50,145,SUCCESS,221004043572,99.1,1,0,0,1,0
6,2023-08-21 06:23:50,145,SUCCESS,223014927590,100.0,0,0,0,0,0
7,2023-08-21 06:24:27,182,SUCCESS,225150572129,100.96,2,1,0,1,0
8,2023-08-21 06:25:06,221,SUCCESS,220787889272,99.0,2,0,0,1,1
9,2023-08-21 06:25:08,223,COMPILE_CODE_ERROR,None,None,3,0,1,1,1
10,2023-08-21 06:25:08,223,SUCCESS,221004043572,99.1,1,0,0,1,0
11,2023-08-21 06:25:11,226,COMPILE_CODE_ERROR,None,None,3,0,1,1,1
12,2023-08-21 06:25:48,263,SUCCESS,222326114163,99.69,1,0,0,0,1
13,2023-08-21 06:25:49,264,COMPILE_CODE_ERROR,None,None,3,0,1,1,1
14,2023-08-21 06:25:49,264,SUCCESS,220787889272,99.0,3,1,0,1,1
15,2023-08-21 06:26:26,301,SUCCESS,221175956596,99.18,4,1,0,2,1
16,2023-08-21 06:27:03,338,SUCCESS,220592731162,98.91,4,2,0,1,1
17,2023-08-21 06:27:03,338,SUCCESS,220787889272,99.0,3,1,0,1,1
18,2023-08-21 06:27:05,340,COMPILE_CODE_ERROR,None,None,5,2,1,1,1
19,2023-08-21 06:27:53,388,SUCCESS,223782709972,100.34,5,3,0,1,1
20,2023-08-21 06:28:34,429,SUCCESS,217448443142,97.5,5,3,0,1,1
21,2023-08-21 06:28:34,429,SUCCESS,217448443142,97.5,6,4,0,1,1
22,2023-08-21 06:29:19,474,SUCCESS,221699383616,99.41,5,4,0,0,1
23,2023-08-21 06:30:05,520,SUCCESS,221529021916,99.33,7,4,0,2,1
24,2023-08-21 06:30:09,524,COMPILE_CODE_ERROR,None,None,7,4,1,1,1
